Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)
ENSMUSG00000037553	Zdhhc18	ENSG00000204160	ZDHHC18	1	26826688	26857604
ENSMUSG00000032494	Tdgf1	ENSG00000241186	TDGF1	3	46574534	46582457
ENSMUSG00000030302	Atp2b2	ENSG00000157087	ATP2B2	3	10324023	10708007
ENSMUSG00000076480	Trbv29	ENSG00000211753	TRBV28	7	142720660	142721160
ENSMUSG00000076481	Trbv30	ENSG00000232869	TRBV29-1	7	142740206	142740894
ENSMUSG00000034833	Tespa1	ENSG00000135426	TESPA1	12	54948015	54984762
ENSMUSG00000022657	Cd96	ENSG00000153283	CD96	3	111292719	111665750
ENSMUSG00000026786	Apbb1ip	ENSG00000077420	APBB1IP	10	26438341	26567803
ENSMUSG00000028565	Nfia	ENSG00000162599	NFIA	1	60865259	61462788
ENSMUSG00000034653	Ythdc2	ENSG00000047188	YTHDC2	5	113513694	113595285
ENSMUSG00000041216	Clvs1	ENSG00000177182	CLVS1	8	61057158	61501645
ENSMUSG00000036330	Slc18a1	ENSG00000036565	SLC18A1	8	20144855	20183206
ENSMUSG00000054106	Try4	ENSG00000204983	PRSS1	7	142749468	142753076
ENSMUSG00000054106	Try4	ENSG00000010438	PRSS3	9	33750466	33799231
ENSMUSG00000054106	Try4	ENSG00000275896	PRSS2	7	142760398	142774564
ENSMUSG00000061080	Lsamp	ENSG00000185565	LSAMP	3	115802363	117139389
ENSMUSG00000024963	Dnajc4	ENSG00000110011	DNAJC4	11	64230278	64234286
ENSMUSG00000047104	Pbp2	ENSG00000089220	PEBP1	12	118136124	118145584
ENSMUSG00000024669	Cd5	ENSG00000110448	CD5	11	61102489	61127852
ENSMUSG00000024519	Cplx4	ENSG00000166569	CPLX4	18	59275156	59318649
ENSMUSG00000057654	Olfr328	ENSG00000203661	OR2T5	1	248488589	248491113
ENSMUSG00000057654	Olfr328	ENSG00000182783	OR2T29	1	248556912	248562772
ENSMUSG00000057654	Olfr328	ENSG00000196944	OR2T4	1	248361581	248362627
ENSMUSG00000021395	Spin1	ENSG00000106723	SPIN1	9	88388430	88478694
ENSMUSG00000027804	Ppid	ENSG00000171497	PPID	4	158709127	158723396
ENSMUSG00000019256	Ahr	ENSG00000106546	AHR	7	16916359	17346152
ENSMUSG00000019256	Ahr	ENSG00000283321	AC019117.3	7	17299295	17467234
ENSMUSG00000063590	Slc22a28	ENSG00000149742	SLC22A9	11	63369789	63410294
ENSMUSG00000046567	4930430F08Rik	ENSG00000133641	C12orf29	12	88033846	88050160
ENSMUSG00000054874	Pcnx3	ENSG00000197136	PCNX3	11	65615773	65637439
ENSMUSG00000069729	Arid1b	ENSG00000049618	ARID1B	6	156776020	157210779
ENSMUSG00000031445	Proz	ENSG00000126231	PROZ	13	113158648	113172386
ENSMUSG00000059279	Olfr224	ENSG00000203661	OR2T5	1	248488589	248491113
ENSMUSG00000059279	Olfr224	ENSG00000182783	OR2T29	1	248556912	248562772
ENSMUSG00000059279	Olfr224	ENSG00000196944	OR2T4	1	248361581	248362627
ENSMUSG00000048626	Klf17	ENSG00000171872	KLF17	1	44118850	44135140
ENSMUSG00000037325	Bbs7	ENSG00000138686	BBS7	4	121824440	121870497
ENSMUSG00000002635	Pdcd2l	ENSG00000266953	AC092073.1	19	34396315	34409364
ENSMUSG00000002635	Pdcd2l	ENSG00000126249	PDCD2L	19	34404399	34426168
ENSMUSG00000047822	Angptl8	ENSG00000130173	ANGPTL8	19	11237450	11241943
ENSMUSG00000026048	Ercc5	ENSG00000134899	ERCC5	13	102807146	102876001
ENSMUSG00000022641	Bbx	ENSG00000114439	BBX	3	107522936	107811339
ENSMUSG00000021396	Nxnl2	ENSG00000130045	NXNL2	9	88534033	88584274
ENSMUSG00000047216	Cdh19	ENSG00000071991	CDH19	18	66501083	66604138
ENSMUSG00000025075	Habp2	ENSG00000148702	HABP2	10	113550837	113589602
ENSMUSG00000020671	Rab10	ENSG00000084733	RAB10	2	26034084	26137454
ENSMUSG00000048933	Olfr722	ENSG00000184394	OR4N5	14	20138820	20145471
ENSMUSG00000021224	Numb	ENSG00000133961	NUMB	14	73275107	73458617
ENSMUSG00000100892	Gm20897	ENSG00000139351	SYCP3	12	101728648	101739472
ENSMUSG00000031461	Myom2	ENSG00000036448	MYOM2	8	2045046	2165552
ENSMUSG00000032198	Dock6	ENSG00000130158	DOCK6	19	11199295	11262524
ENSMUSG00000019774	Mtrf1l	ENSG00000112031	MTRF1L	6	152987362	153002709
ENSMUSG00000093825	Olfr723	ENSG00000176246	OR4L1	14	20060045	20060983
ENSMUSG00000050549	Fam241a	ENSG00000174749	FAM241A	4	112145454	112195256
ENSMUSG00000096254	Olfr724	ENSG00000176246	OR4L1	14	20060045	20060983
ENSMUSG00000001632	Brpf1	ENSG00000156983	BRPF1	3	9731729	9748018
ENSMUSG00000046792	Zfp787	ENSG00000142409	ZNF787	19	56087366	56121295
ENSMUSG00000060765	Olfr325	ENSG00000203661	OR2T5	1	248488589	248491113
ENSMUSG00000060765	Olfr325	ENSG00000182783	OR2T29	1	248556912	248562772
ENSMUSG00000060765	Olfr325	ENSG00000196944	OR2T4	1	248361581	248362627
ENSMUSG00000028232	Tmem68	ENSG00000167904	TMEM68	8	55696424	55773407
ENSMUSG00000034544	Rsrc1	ENSG00000174891	RSRC1	3	158105855	158545730
ENSMUSG00000028334	Nans	ENSG00000095380	NANS	9	98056732	98083077
ENSMUSG00000061186	Sfmbt2	ENSG00000198879	SFMBT2	10	7158624	7411486
ENSMUSG00000029486	Mrpl1	ENSG00000169288	MRPL1	4	77862830	77952785
ENSMUSG00000026068	Il18rap	ENSG00000115607	IL18RAP	2	102418689	102452565
ENSMUSG00000040666	Sh3bgr	ENSG00000185437	SH3BGR	21	39445855	39515506
ENSMUSG00000040666	Sh3bgr	ENSG00000285815	WRB-SH3BGR	21	39380332	39515506
ENSMUSG00000041378	Cldn5	ENSG00000184113	CLDN5	22	19523024	19527545
ENSMUSG00000036938	Try5	ENSG00000204983	PRSS1	7	142749468	142753076
ENSMUSG00000036938	Try5	ENSG00000010438	PRSS3	9	33750466	33799231
ENSMUSG00000036938	Try5	ENSG00000275896	PRSS2	7	142760398	142774564
ENSMUSG00000025188	Hps1	ENSG00000107521	HPS1	10	98416198	98446947
ENSMUSG00000020953	Coch	ENSG00000100473	COCH	14	30874514	30895065
ENSMUSG00000067586	S1pr3	ENSG00000213694	S1PR3	9	88990863	89005155
ENSMUSG00000039853	Trim14	ENSG00000106785	TRIM14	9	98069275	98119222
ENSMUSG00000001763	Tspan33	ENSG00000158457	TSPAN33	7	129144707	129169699
ENSMUSG00000052821	Cysltr1	ENSG00000173198	CYSLTR1	X	78271468	78327691
ENSMUSG00000046493	Olfr1352	ENSG00000185385	OR7A17	19	14878203	14886132
ENSMUSG00000046493	Olfr1352	ENSG00000127515	OR7A10	19	14840466	14848922
ENSMUSG00000046493	Olfr1352	ENSG00000188269	OR7A5	19	14824251	14835285
ENSMUSG00000040473	Cfap69	ENSG00000105792	CFAP69	7	90245174	90311063
ENSMUSG00000031918	Mtmr2	ENSG00000087053	MTMR2	11	95832882	95925315
ENSMUSG00000006021	Kptn	ENSG00000118162	KPTN	19	47475150	47484265
ENSMUSG00000005994	Tyrp1	ENSG00000107165	TYRP1	9	12685439	12710290
ENSMUSG00000035283	Adrb1	ENSG00000043591	ADRB1	10	114044056	114046908
ENSMUSG00000094951	Ighv5-6	ENSG00000232216	IGHV3-43	14	106470264	106470800
ENSMUSG00000094951	Ighv5-6	ENSG00000277856	AC233755.2	KI270726.1	26241	26534
ENSMUSG00000094951	Ighv5-6	ENSG00000211946	IGHV3-20	14	106210936	106211453
ENSMUSG00000028710	Atpaf1	ENSG00000123472	ATPAF1	1	46632737	46673867
ENSMUSG00000001138	Cnnm3	ENSG00000168763	CNNM3	2	96816245	96835382
ENSMUSG00000071521	Try10	ENSG00000204983	PRSS1	7	142749468	142753076
ENSMUSG00000071521	Try10	ENSG00000010438	PRSS3	9	33750466	33799231
ENSMUSG00000071521	Try10	ENSG00000275896	PRSS2	7	142760398	142774564
ENSMUSG00000024663	Rab3il1	ENSG00000167994	RAB3IL1	11	61897301	61920269
ENSMUSG00000032478	Nme6	ENSG00000172113	NME6	3	48290722	48301685
ENSMUSG00000040016	Ptger3	ENSG00000050628	PTGER3	1	70852353	71047808
ENSMUSG00000023845	Lnpep	ENSG00000113441	LNPEP	5	96935394	97037513
ENSMUSG00000024497	Pou4f3	ENSG00000091010	POU4F3	5	146338839	146341728
ENSMUSG00000028337	Coro2a	ENSG00000106789	CORO2A	9	98120975	98192637
ENSMUSG00000052613	Pcdh15	ENSG00000150275	PCDH15	10	53802771	55627942
ENSMUSG00000048087	Gm4737	ENSG00000101444	AHCY	20	34280268	34311802
ENSMUSG00000048706	Lurap1l	ENSG00000153714	LURAP1L	9	12775020	12823060
ENSMUSG00000036185	Sapcd1	ENSG00000228727	SAPCD1	6	31762996	31764851
ENSMUSG00000025902	Sox17	ENSG00000164736	SOX17	8	54457935	54460892
ENSMUSG00000071519	Prss3	ENSG00000204983	PRSS1	7	142749468	142753076
ENSMUSG00000071519	Prss3	ENSG00000010438	PRSS3	9	33750466	33799231
ENSMUSG00000071519	Prss3	ENSG00000275896	PRSS2	7	142760398	142774564
ENSMUSG00000068437	Olfr725	ENSG00000169488	OR4K15	14	19975444	19976659
ENSMUSG00000027833	Shox2	ENSG00000168779	SHOX2	3	158095954	158106503
ENSMUSG00000049134	Nrap	ENSG00000197893	NRAP	10	113588716	113664127
ENSMUSG00000035847	Ids	ENSG00000241489	AC244197.3	X	149477104	149540926
ENSMUSG00000035847	Ids	ENSG00000010404	IDS	X	149476988	149521096
ENSMUSG00000045589	Frrs1l	ENSG00000260230	FRRS1L	9	109130293	109167295
ENSMUSG00000015083	C8g	ENSG00000176919	C8G	9	136945185	136946975
ENSMUSG00000031788	Kifc3	ENSG00000140859	KIFC3	16	57758217	57863053
ENSMUSG00000040524	Zfp609	ENSG00000180357	ZNF609	15	64460742	64686068
ENSMUSG00000045201	Lrrc3b	ENSG00000179796	LRRC3B	3	26622806	26717537
ENSMUSG00000058119	Gm5771	ENSG00000204983	PRSS1	7	142749468	142753076
ENSMUSG00000058119	Gm5771	ENSG00000010438	PRSS3	9	33750466	33799231
ENSMUSG00000058119	Gm5771	ENSG00000275896	PRSS2	7	142760398	142774564
ENSMUSG00000033799	Tasor2	ENSG00000108021	TASOR2	10	5684838	5763740
ENSMUSG00000040715	Rsc1a1	ENSG00000215695	RSC1A1	1	15659869	15661722
ENSMUSG00000025234	Arih1	ENSG00000166233	ARIH1	15	72474330	72602987
ENSMUSG00000078515	Ddi2	ENSG00000215695	RSC1A1	1	15659869	15661722
ENSMUSG00000030095	Tmem43	ENSG00000170876	TMEM43	3	14124940	14143679
ENSMUSG00000039660	Spout1	ENSG00000198917	SPOUT1	9	128819651	128829794
ENSMUSG00000007030	Vwa7	ENSG00000204396	VWA7	6	31765590	31777294
ENSMUSG00000032412	Atp1b3	ENSG00000069849	ATP1B3	3	141876124	141926549
ENSMUSG00000040562	Gstm2	ENSG00000134184	GSTM1	1	109687814	109709039
ENSMUSG00000046173	Pabpc6	ENSG00000151846	PABPC3	13	25095868	25099254
ENSMUSG00000046173	Pabpc6	ENSG00000070756	PABPC1	8	100685816	100722809
ENSMUSG00000094399	Gm21477	ENSG00000139351	SYCP3	12	101728648	101739472
ENSMUSG00000048856	Slc25a47	ENSG00000140107	SLC25A47	14	100323337	100330372
ENSMUSG00000028825	Rhd	ENSG00000188672	RHCE	1	25362249	25430192
ENSMUSG00000028825	Rhd	ENSG00000187010	RHD	1	25272393	25330445
ENSMUSG00000095546	Gm10230	ENSG00000139351	SYCP3	12	101728648	101739472
ENSMUSG00000028439	Fam219a	ENSG00000164970	FAM219A	9	34398184	34458570
ENSMUSG00000075044	Slc22a29	ENSG00000149742	SLC22A9	11	63369789	63410294
ENSMUSG00000012114	Med15	ENSG00000099917	MED15	22	20495913	20587632
ENSMUSG00000053470	Kdm3a	ENSG00000115548	KDM3A	2	86440647	86492716
ENSMUSG00000036667	Tcaf1	ENSG00000198420	TCAF1	7	143851375	143902198
ENSMUSG00000089892	Olfr1199	ENSG00000279514	OR4C16	11	55572128	55573060
ENSMUSG00000021720	Rnf180	ENSG00000164197	RNF180	5	64165843	64372869
ENSMUSG00000035620	Ric8b	ENSG00000111785	RIC8B	12	106774621	106889316
ENSMUSG00000015095	Fbxw5	ENSG00000159069	FBXW5	9	136940435	136944738
ENSMUSG00000031434	Morc4	ENSG00000133131	MORC4	X	106813871	107000212
ENSMUSG00000042608	Stk40	ENSG00000196182	STK40	1	36339624	36385896
ENSMUSG00000032101	Ddx25	ENSG00000109832	DDX25	11	125903348	125943702
ENSMUSG00000034686	Prr7	ENSG00000131188	PRR7	5	177446445	177456286
ENSMUSG00000020009	Ifngr1	ENSG00000027697	IFNGR1	6	137197484	137219449
ENSMUSG00000038542	Pcid2	ENSG00000126226	PCID2	13	113177539	113208715
ENSMUSG00000044055	Otos	ENSG00000178602	OTOS	2	240139026	240144562
ENSMUSG00000021240	Abcd4	ENSG00000119688	ABCD4	14	74285269	74303055
ENSMUSG00000042165	Gm9774	ENSG00000130706	ADRM1	20	62302093	62308862
ENSMUSG00000027630	Tbl1xr1	ENSG00000177565	TBL1XR1	3	177019340	177228000
ENSMUSG00000028709	Mob3c	ENSG00000142961	MOB3C	1	46607715	46616891
ENSMUSG00000059023	Olfr1201	ENSG00000172188	OR4C11	11	55602360	55607645
ENSMUSG00000049300	Prmt6	ENSG00000198890	PRMT6	1	107056679	107067636
ENSMUSG00000021218	Gdi2	ENSG00000057608	GDI2	10	5765223	5842132
ENSMUSG00000030376	Slc8a2	ENSG00000118160	SLC8A2	19	47428017	47471893
ENSMUSG00000029821	Gsdme	ENSG00000105928	GSDME	7	24698355	24757940
ENSMUSG00000068745	Mybphl	ENSG00000221986	MYBPHL	1	109292365	109307011
ENSMUSG00000048455	Sprr1b	ENSG00000159516	SPRR2G	1	153149582	153150890
ENSMUSG00000029020	Mfn2	ENSG00000116688	MFN2	1	11980181	12013514
ENSMUSG00000045539	Sprr3	ENSG00000163209	SPRR3	1	153001747	153003856
ENSMUSG00000043257	Pigv	ENSG00000060642	PIGV	1	26787472	26798398
ENSMUSG00000055415	Atp10b	ENSG00000118322	ATP10B	5	160563120	160852214
ENSMUSG00000020021	Fgd6	ENSG00000180263	FGD6	12	95076749	95217482
ENSMUSG00000060523	Olfr726	ENSG00000169488	OR4K15	14	19975444	19976659
ENSMUSG00000050359	Sprr1a	ENSG00000159516	SPRR2G	1	153149582	153150890
ENSMUSG00000034826	Nup54	ENSG00000138750	NUP54	4	76114659	76148444
ENSMUSG00000045566	Sprr4	ENSG00000184148	SPRR4	1	152970648	152972574
ENSMUSG00000004054	Map3k11	ENSG00000173327	MAP3K11	11	65597756	65615382
ENSMUSG00000039656	Rxrb	ENSG00000204231	RXRB	6	33193588	33200688
ENSMUSG00000028307	Aldob	ENSG00000136872	ALDOB	9	101420560	101449664
ENSMUSG00000051234	Rnf7	ENSG00000114125	RNF7	3	141738249	141747560
ENSMUSG00000032316	Clk3	ENSG00000179335	CLK3	15	74598500	74645414
ENSMUSG00000059488	Olfr727	ENSG00000169488	OR4K15	14	19975444	19976659
ENSMUSG00000015337	Endog	ENSG00000167136	ENDOG	9	128818500	128822676
ENSMUSG00000005125	Ndrg1	ENSG00000104419	NDRG1	8	133237171	133302022
ENSMUSG00000074802	Gas2l3	ENSG00000139354	GAS2L3	12	100573683	100628288
ENSMUSG00000050030	Olfr728	ENSG00000155249	OR4K1	14	19930917	19936757
ENSMUSG00000059562	Ccdc154	ENSG00000197599	CCDC154	16	1434383	1444556
ENSMUSG00000034194	R3hcc1	ENSG00000104679	R3HCC1	8	23270120	23296279
ENSMUSG00000045237	1110012L19Rik	ENSG00000197620	CXorf40A	X	149540355	149550510
ENSMUSG00000045237	1110012L19Rik	ENSG00000197021	CXorf40B	X	149929527	149938700
ENSMUSG00000049011	Olfr729	ENSG00000176281	OR4K5	14	19920582	19921659
ENSMUSG00000038388	Mpp6	ENSG00000105926	MPP6	7	24573268	24694193
ENSMUSG00000044221	Grsf1	ENSG00000132463	GRSF1	4	70815783	70839897
ENSMUSG00000063672	Nkx6-3	ENSG00000165066	NKX6-3	8	41645178	41650669
ENSMUSG00000020593	Lpin1	ENSG00000134324	LPIN1	2	11677595	11827409
ENSMUSG00000078452	Raet1d	ENSG00000164520	RAET1E	6	149883375	149898102
ENSMUSG00000078452	Raet1d	ENSG00000285991	AL355312.6	6	149817937	149896011
ENSMUSG00000019834	Slc22a16	ENSG00000004809	SLC22A16	6	110424687	110476641
ENSMUSG00000057726	Serpinb9g	ENSG00000170542	SERPINB9	6	2887270	2903309
ENSMUSG00000030208	Emp1	ENSG00000134531	EMP1	12	13196723	13219941
ENSMUSG00000028822	Tmem50a	ENSG00000183726	TMEM50A	1	25338317	25362361
ENSMUSG00000026112	Coa5	ENSG00000183513	COA5	2	98599314	98608515
ENSMUSG00000022773	Ypel1	ENSG00000100027	YPEL1	22	21697536	21735794
ENSMUSG00000021448	Shc3	ENSG00000148082	SHC3	9	89005771	89178818
ENSMUSG00000109835	Olfr730	ENSG00000165762	OR4K2	14	19875142	19883932
ENSMUSG00000038250	Usp38	ENSG00000170185	USP38	4	143184917	143223830
ENSMUSG00000007080	Pole	ENSG00000177084	POLE	12	132623753	132687365
ENSMUSG00000010057	Nprl2	ENSG00000114388	NPRL2	3	50347330	50351091
ENSMUSG00000031545	Gpat4	ENSG00000158669	GPAT4	8	41577187	41625001
ENSMUSG00000053219	Raet1e	ENSG00000164520	RAET1E	6	149883375	149898102
ENSMUSG00000053219	Raet1e	ENSG00000285991	AL355312.6	6	149817937	149896011
ENSMUSG00000034480	Diaph2	ENSG00000147202	DIAPH2	X	96684663	97604997
ENSMUSG00000000938	Hoxa10	ENSG00000253293	HOXA10	7	27170592	27180261
ENSMUSG00000030249	Abcc9	ENSG00000069431	ABCC9	12	21797401	21942529
ENSMUSG00000035376	Hacd2	ENSG00000206527	HACD2	3	123490820	123585053
ENSMUSG00000074892	B3galt5	ENSG00000183778	B3GALT5	21	39556442	39673137
ENSMUSG00000022504	Ciita	ENSG00000179583	CIITA	16	10866222	10943021
ENSMUSG00000022160	Mettl3	ENSG00000165819	METTL3	14	21498133	21511342
ENSMUSG00000034310	Tmem132d	ENSG00000151952	TMEM132D	12	129071725	129904025
ENSMUSG00000034687	Fras1	ENSG00000138759	FRAS1	4	78057323	78544269
ENSMUSG00000028664	Ephb2	ENSG00000133216	EPHB2	1	22710839	22921500
ENSMUSG00000022836	Mylk	ENSG00000065534	MYLK	3	123610049	123884331
ENSMUSG00000039611	Tmem246	ENSG00000165152	TMEM246	9	101473170	101533537
ENSMUSG00000057447	Olfr1205	ENSG00000172188	OR4C11	11	55602360	55607645
ENSMUSG00000035236	Scai	ENSG00000173611	SCAI	9	124942608	125143506
ENSMUSG00000095285	Ighv5-9	ENSG00000232216	IGHV3-43	14	106470264	106470800
ENSMUSG00000095285	Ighv5-9	ENSG00000277856	AC233755.2	KI270726.1	26241	26534
ENSMUSG00000095285	Ighv5-9	ENSG00000211946	IGHV3-20	14	106210936	106211453
ENSMUSG00000063450	Syne2	ENSG00000054654	SYNE2	14	63852983	64226433
ENSMUSG00000029757	Dync1i1	ENSG00000158560	DYNC1I1	7	95772506	96110322
ENSMUSG00000038957	Edc3	ENSG00000179151	EDC3	15	74630558	74696292
ENSMUSG00000025860	Xiap	ENSG00000163098	BIRC8	19	53289601	53291622
ENSMUSG00000022096	Hr	ENSG00000168453	HR	8	22114419	22133384
ENSMUSG00000035173	Ccdc186	ENSG00000165813	CCDC186	10	114120862	114174232
ENSMUSG00000049038	Mterf2	ENSG00000120832	MTERF2	12	106977277	106987160
ENSMUSG00000024670	Cd6	ENSG00000013725	CD6	11	60971680	61020377
ENSMUSG00000061898	Rbak	ENSG00000146587	RBAK	7	5045821	5069487
ENSMUSG00000039680	Mrps6	ENSG00000243927	MRPS6	21	34073224	34143034
ENSMUSG00000114245	Gm38655	ENSG00000284395	AL032819.3	16	1431035	1433397
ENSMUSG00000001131	Timp1	ENSG00000102265	TIMP1	X	47582408	47586789
ENSMUSG00000028233	Tgs1	ENSG00000137574	TGS1	8	55773142	55825448
ENSMUSG00000060935	Tmem263	ENSG00000151135	TMEM263	12	106955719	106978778
ENSMUSG00000022771	Ppil2	ENSG00000100023	PPIL2	22	21666009	21700015
ENSMUSG00000047686	Rtl3	ENSG00000179300	RTL3	X	78656069	78659328
ENSMUSG00000021999	Cpb2	ENSG00000080618	CPB2	13	46053186	46105033
ENSMUSG00000038299	Wdr36	ENSG00000134987	WDR36	5	111091716	111130502
ENSMUSG00000059743	Fdps	ENSG00000160752	FDPS	1	155308748	155320666
ENSMUSG00000089774	Slc5a3	ENSG00000198743	SLC5A3	21	34073578	34106260
ENSMUSG00000000732	Icosl	ENSG00000160223	ICOSLG	21	44217014	44240966
ENSMUSG00000000732	Icosl	ENSG00000277117	FP565260.3	21	5022493	5040666
ENSMUSG00000027869	Hsd3b6	ENSG00000203859	HSD3B2	1	119414931	119423035
ENSMUSG00000027869	Hsd3b6	ENSG00000203857	HSD3B1	1	119507198	119515054
ENSMUSG00000001127	Araf	ENSG00000078061	ARAF	X	47561100	47571920
ENSMUSG00000030254	Rad18	ENSG00000070950	RAD18	3	8775402	8963773
ENSMUSG00000067722	BC003965	ENSG00000174109	C16orf91	16	1419752	1420756
ENSMUSG00000029586	Spdye4b	ENSG00000286038	AC211486.7	7	75281243	75287121
ENSMUSG00000029586	Spdye4b	ENSG00000170092	SPDYE5	7	75493625	75504304
ENSMUSG00000029586	Spdye4b	ENSG00000230358	SPDYE21P	7	67278714	67286664
ENSMUSG00000029586	Spdye4b	ENSG00000136206	SPDYE1	7	43997897	44010122
ENSMUSG00000029586	Spdye4b	ENSG00000205238	SPDYE2	7	102551232	102562308
ENSMUSG00000029586	Spdye4b	ENSG00000214300	SPDYE3	7	100307702	100322196
ENSMUSG00000029586	Spdye4b	ENSG00000286228	SPDYE17	7	73048481	73057911
ENSMUSG00000029586	Spdye4b	ENSG00000286137	AC211486.8	7	75309171	75315049
ENSMUSG00000029586	Spdye4b	ENSG00000173678	SPDYE2B	7	102650325	102661398
ENSMUSG00000029586	Spdye4b	ENSG00000183318	SPDYE4	17	8753106	8758559
ENSMUSG00000029586	Spdye4b	ENSG00000273520	SPDYE8P	7	73020338	73029766
ENSMUSG00000029586	Spdye4b	ENSG00000260097	SPDYE6	7	102347206	102356444
ENSMUSG00000029586	Spdye4b	ENSG00000185040	SPDYE16	7	76531319	76541459
ENSMUSG00000029586	Spdye4b	ENSG00000286014	AC211486.6	7	75337138	75343016
ENSMUSG00000029586	Spdye4b	ENSG00000262461	SPDYE9P	7	73076165	73086038
ENSMUSG00000091204	Gm7271	ENSG00000250821	EXOC1L	4	55819819	55837487
ENSMUSG00000035954	Dock4	ENSG00000128512	DOCK4	7	111726110	112206411
ENSMUSG00000037349	Nudt22	ENSG00000149761	NUDT22	11	64225941	64230686
ENSMUSG00000028179	Cth	ENSG00000116761	CTH	1	70411218	70439851
ENSMUSG00000062757	Olfr1206	ENSG00000172188	OR4C11	11	55602360	55607645
ENSMUSG00000021572	Cep72	ENSG00000112877	CEP72	5	612340	667168
ENSMUSG00000031787	Katnb1	ENSG00000140854	KATNB1	16	57735739	57757244
ENSMUSG00000034320	Slc26a2	ENSG00000155850	SLC26A2	5	149960737	149993455
ENSMUSG00000030313	Dennd5b	ENSG00000170456	DENND5B	12	31382226	31591136
ENSMUSG00000028610	Dmrtb1	ENSG00000143006	DMRTB1	1	53459399	53467488
ENSMUSG00000036904	Fzd8	ENSG00000177283	FZD8	10	35638249	35642278
ENSMUSG00000010044	Zmynd10	ENSG00000004838	ZMYND10	3	50341110	50345732
ENSMUSG00000016831	Tox4	ENSG00000092203	TOX4	14	21476597	21499175
ENSMUSG00000061809	Tbpl2	ENSG00000182521	TBPL2	14	55413541	55456726
ENSMUSG00000105204	Gm43738	ENSG00000160753	RUSC1	1	155320894	155331114
ENSMUSG00000038274	Fau	ENSG00000149806	FAU	11	65120630	65122177
ENSMUSG00000040274	Cdk6	ENSG00000105810	CDK6	7	92604921	92836594
ENSMUSG00000027871	Hsd3b1	ENSG00000203859	HSD3B2	1	119414931	119423035
ENSMUSG00000027871	Hsd3b1	ENSG00000203857	HSD3B1	1	119507198	119515054
ENSMUSG00000041263	Rusc1	ENSG00000160753	RUSC1	1	155320894	155331114
ENSMUSG00000046675	Tmem251	ENSG00000153485	TMEM251	14	93184951	93187089
ENSMUSG00000075113	Olfr1209	ENSG00000279514	OR4C16	11	55572128	55573060
ENSMUSG00000029369	Afm	ENSG00000079557	AFM	4	73481745	73504001
ENSMUSG00000050212	Eva1b	ENSG00000142694	EVA1B	1	36322031	36324154
ENSMUSG00000098530	Gm28051	ENSG00000170270	GON7	14	93202894	93207065
ENSMUSG00000040913	Fbxw4	ENSG00000107829	FBXW4	10	101610664	101695295
ENSMUSG00000026985	Il1f8	ENSG00000136696	IL36B	2	113022091	113052867
ENSMUSG00000038210	Hoxa11	ENSG00000005073	HOXA11	7	27181510	27185223
ENSMUSG00000096458	Moap1	ENSG00000165943	MOAP1	14	93182199	93184923
ENSMUSG00000027870	Hao2	ENSG00000116882	HAO2	1	119368779	119394130
ENSMUSG00000026065	Slc9a4	ENSG00000180251	SLC9A4	2	102473303	102533972
ENSMUSG00000101959	Ldhal6b	ENSG00000171989	LDHAL6B	15	59206823	59208515
ENSMUSG00000075112	Olfr1211	ENSG00000181939	OR4C15	11	55554307	55555419
ENSMUSG00000091873	Olfr732	ENSG00000279408	AC135068.3	15	21651844	21652968
ENSMUSG00000091873	Olfr732	ENSG00000280709	LINC02203	15	21552795	21653276
ENSMUSG00000091873	Olfr732	ENSG00000183706	OR4N4	15	22094522	22095472
ENSMUSG00000091873	Olfr732	ENSG00000274792	AC171558.1	KI270727.1	386278	387620
ENSMUSG00000091873	Olfr732	ENSG00000285472	AC134980.3	15	22015233	22095857
ENSMUSG00000004945	Tmem242	ENSG00000215712	TMEM242	6	157289386	157323601
ENSMUSG00000022159	Rab2b	ENSG00000129472	RAB2B	14	21459020	21476960
ENSMUSG00000048226	Olfr1212	ENSG00000181939	OR4C15	11	55554307	55555419
ENSMUSG00000048264	Dip2c	ENSG00000151240	DIP2C	10	274190	689668
ENSMUSG00000057963	Itpk1	ENSG00000100605	ITPK1	14	92936914	93116320
ENSMUSG00000031659	Adcy7	ENSG00000121281	ADCY7	16	50246137	50318135
ENSMUSG00000075111	Gm13762	ENSG00000181939	OR4C15	11	55554307	55555419
ENSMUSG00000021895	Arhgef3	ENSG00000163947	ARHGEF3	3	56727418	57079329
ENSMUSG00000044103	Il1f9	ENSG00000136688	IL36G	2	112973203	112985658
ENSMUSG00000025255	Zfhx4	ENSG00000091656	ZFHX4	8	76681239	76867285
ENSMUSG00000040706	Agmat	ENSG00000116771	AGMAT	1	15571699	15585051
ENSMUSG00000075110	Olfr1214	ENSG00000181939	OR4C15	11	55554307	55555419
ENSMUSG00000009670	Tex11	ENSG00000120498	TEX11	X	70528940	70908731
